exog_variables,model_order,arima_p,arima_d,arima_q,aic,bic,rmse,mae
"tmean_lag105, tmean_lag150, tmean_lag0, tmean_lag180","ARIMAX(2,1,3)",2,1,3,-7753.454646694234,-7710.8206640683175,1.1959040942566195,1.063158762828293
"tmean_lag135, tmean_lag105, tmean_lag150, tmean_lag0, tmean_lag180","ARIMAX(2,1,3)",2,1,3,-7740.7702311320045,-7693.872850243497,1.1971650813702368,1.0643763683635625
"tmean_lag120, tmean_lag165, tmean_lag90, tmean_lag0","ARIMAX(2,1,3)",2,1,3,-7802.216681739623,-7759.582699113706,1.1987162779749974,1.061468163371769
"tmean_lag120, tmean_lag105, tmean_lag150, tmean_lag0, tmean_lag180","ARIMAX(2,1,3)",2,1,3,-7724.770715593333,-7677.8733347048255,1.2022232406887081,1.0688227580990823
"tmean_lag120, tmean_lag135, tmean_lag165, tmean_lag90, tmean_lag0","ARIMAX(2,1,3)",2,1,3,-7785.427658519993,-7738.530277631486,1.2036249130464962,1.065867436446795
"tmean_lag120, tmean_lag90, tmean_lag180","ARIMAX(3,1,0)",3,1,0,-8301.149086669117,-8267.041900568383,1.2072363429622426,1.0554474404891563
"tmean_lag120, tmean_lag135, tmean_lag165, tmean_lag0, tmean_lag180","ARIMAX(2,1,3)",2,1,3,-7774.05074336482,-7727.153362476312,1.2240282247462435,1.0844764312686568
"tmean_lag150, tmean_lag165, tmean_lag90","ARIMAX(3,1,3)",3,1,3,-8105.068905504379,-8062.434922878462,1.2253820144698622,1.0869890146406245
"tmean_lag120, tmean_lag135, tmean_lag105, tmean_lag150, tmean_lag90, tmean_lag0","ARIMAX(2,1,3)",2,1,3,-7644.3373541377205,-7593.176574986621,1.2263661695588353,1.0896178187405616
"tmean_lag135, tmean_lag105, tmean_lag150, tmean_lag90, tmean_lag0","ARIMAX(2,1,3)",2,1,3,-7661.127386304005,-7614.2300054154975,1.2294952966399106,1.0922569575196632
