exog_variables,model_order,arima_p,arima_d,arima_q,aic,bic,rmse,mae
"ppt_lag3, ppt_lag2, twbs_lag3, twbs_lag2, twbs_lag1","ARIMAX(2,0,1)",2,0,1,32.207264322901146,39.16056282305917,0.5920858773823479,0.5811639920274025
"twbs_lag4, twbs_lag3, twbs_lag1","ARIMAX(2,0,3)",2,0,3,26.73671546525506,33.69001396541309,0.593875086780313,0.5704924578856838
"twbs_lag4, ppt_lag2, twbs_lag5, twbs_lag2, ppt_lag4","ARIMAX(2,0,1)",2,0,1,36.75786814736021,44.48375536975803,0.5943179983983214,0.48329993373762736
"twbs_lag2, ppt_lag4, twbs_lag1","ARIMAX(0,0,0)",0,0,0,18.289561198391695,22.1525048095906,0.5952598300569878,0.5517498368169478
"ppt_lag2, twbs_lag2, twbs_lag1","ARIMAX(0,0,0)",0,0,0,15.760957734666263,19.62390134586517,0.598197320156444,0.5420458561414452
"twbs_lag4, twbs_lag1","ARIMAX(1,0,1)",1,0,1,14.993529865356503,19.62906219879519,0.5992052172287473,0.5506123031214094
"twbs_lag4, ppt_lag2, twbs_lag2, twbs_lag1","ARIMAX(0,0,0)",0,0,0,17.759157338442698,22.39468967188138,0.6059801132354345,0.5471346776886983
"twbs_lag4, twbs_lag2, twbs_lag1","ARIMAX(2,0,2)",2,0,2,25.509403259066595,31.690113036984844,0.6157117678610706,0.5836558347005876
"twbs_lag4, twbs_lag5, twbs_lag2, ppt_lag4, twbs_lag1","ARIMAX(0,0,0)",0,0,0,21.433197555107263,26.84131861078573,0.623581300202546,0.6135117848930762
"twbs_lag2, twbs_lag1","ARIMAX(1,0,1)",1,0,1,13.843045201698473,18.47857753513716,0.6313923224566972,0.5577398790815344
"ppt_lag2, twbs_lag3, twbs_lag2, twbs_lag1","ARIMAX(2,0,1)",2,0,1,31.81536199645621,37.99607177437446,0.6391834516857429,0.5979656984709254
"ppt_lag3, twbs_lag4, twbs_lag5, twbs_lag2","ARIMAX(0,0,0)",0,0,0,13.137685342171729,17.773217675610415,0.6422203923016158,0.5295022747154872
"ppt_lag3, ppt_lag2, twbs_lag3, twbs_lag5, twbs_lag2, ppt_lag4","ARIMAX(2,0,0)",2,0,0,34.69916093902778,42.425048161425586,0.643787652048137,0.5568570549715055
"twbs_lag4, twbs_lag5, twbs_lag2, twbs_lag1","ARIMAX(2,0,0)",2,0,0,20.451817232205542,26.632527010123788,0.644732431375053,0.5980365024159502
"ppt_lag3, ppt_lag2, twbs_lag5, twbs_lag2, twbs_lag1","ARIMAX(0,0,0)",0,0,0,10.827551179879645,16.235672235558113,0.6533805675264897,0.5905299235140213
"twbs_lag3, twbs_lag2, twbs_lag1","ARIMAX(0,0,2)",0,0,2,14.226862641479734,19.6349836971582,0.6550688269342447,0.5723517681339523
"ppt_lag3, twbs_lag5, twbs_lag2, twbs_lag1","ARIMAX(2,0,0)",2,0,0,23.094515176925725,29.275224954843974,0.6738277126600707,0.6120318612243731
"twbs_lag4, twbs_lag3, ppt_lag4, twbs_lag1","ARIMAX(1,0,2)",1,0,2,30.345397940467215,36.52610771838546,0.6932692502437098,0.529507153808602
"twbs_lag4, ppt_lag2, twbs_lag3, twbs_lag5, twbs_lag1","ARIMAX(0,0,0)",0,0,0,19.509543220974134,24.9176642766526,0.6964145184358344,0.6130313003420658
"ppt_lag2, twbs_lag3, twbs_lag5, ppt_lag4, twbs_lag1","ARIMAX(0,0,0)",0,0,0,19.448295632466007,24.856416688144474,0.7052490772628008,0.6128687787242324
"ppt_lag3, twbs_lag4, ppt_lag2, twbs_lag3, twbs_lag2, twbs_lag1","ARIMAX(0,0,0)",0,0,0,16.736820384893186,22.91753016281143,0.732204665595994,0.6151119912295835
